Clade according figure 1	new_filename_iteration5_afterEverythingElse_justDeconvAlign	Cell cycle stage	Spools	Cortical centrin	Apical centrin ring
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230815_csd_01	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230815_csd_02	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_01	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_02	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_03	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_04	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_05	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_06	Interphase	No	-	-
Haptophyta	rcc10746_pfa_dna-tub-nhs_20230829_csd_07	Interphase	No	-	-
Haptophyta	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s00	Interphase	No	No	No
Haptophyta	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s01	Interphase	No	No	No
Haptophyta	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s02	Interphase	No	No	No
Haptophyta	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s03	Interphase	No	No	No
Haptophyta	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s04	Interphase	No	No	No
Haptophyta	bmcc21_pfa_cetn-tub-dna_20231208_cl_s00	Interphase	No	No	No
Haptophyta	bmcc21_pfa_cetn-tub-dna_20231208_cl_s01	Interphase	No	No	No
Haptophyta	bmcc21_pfa_cetn-tub-dna_20231208_cl_s02	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s00	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s00_deconv	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s01	unknown		No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s01_deconv	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s02	unknown	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s02_deconv	unknown	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s03	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s03_deconv	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s04	Mitosis	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s04_deconv	Mitosis	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s05	Mitosis	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s05_deconv	Mitosis	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s06	Interphase	No	No	No
Haptophyta	bmcc21_pfa_dna-tub-cetn-nhs_20240425_cl_s06_deconv	Interphase	No	No	No
Haptophyta	rcc6196_pfa_dna-tub-nhs_20230817_csd_01	Interphase	No	-	-
Haptophyta	rcc6196_pfa_dna-tub-nhs_20230817_csd_02	Interphase	No	-	-
Haptophyta	rcc6196_pfa_dna-tub-nhs_20230817_csd_03	Interphase	No	-	-
Haptophyta	rcc6196_pfa_dna-tub-nhs_20230817_csd_04	Interphase	No	-	-
Haptophyta	rcc3691_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Haptophyta	rcc3691_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Haptophyta	rcc3691_pfa_dna-tub-nhs_20230616_od_s02	Interphase	No	-	-
Haptophyta	rcc3691_pfa_dna-cetn-nhs-tub_20240209_od_s00	Interphase	No	-	-
Haptophyta	rcc3691_pfa_dna-cetn-nhs-tub_20240209_od_s01	Interphase	No	-	-
Haptophyta	rcc3430_pfa_dna-tub-nhs_20230531_od_s00	Interphase	No	-	-
Haptophyta	rcc3430_pfa_dna-tub-nhs_20230531_od_s01	Interphase	No	-	-
Haptophyta	rcc3430_pfa_dna-cetn-nhs-tub_20240208_od_s00	Interphase	No	No	No
Haptophyta	rcc3430_pfa_dna-cetn-nhs-tub_20240208_od_s01	Interphase	No	No	No
Haptophyta	rcc3430_pfa_dna-cetn-nhs-tub_20240208_od_s02	Interphase	No	No	No
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_02	Mitosis	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_03	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_05	unknown	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_06	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_07	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_08	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_09	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_10	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_11	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_12	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_13	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_14	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_15	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_16	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_17	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_18	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_19	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_20	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_21	unknown	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230625_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230625_fm_05	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230625_fm_06	Interphase	No	No	No
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230625_fm_03	unknown	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn_20230625_fm_02	unknown	No	No	No
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230625_fm_07	Mitosis	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_02	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_03	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_05	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_06	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_07	Meiosis?	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_08	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_09	Interphase		-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_10	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_11	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_12	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_13	unknown		-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_14	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_15	Interphase	No	-	-
Environmental	tokyo_pfa_act-tub-bod-dna_20230629_fm_16	Interphase	No	-	-
Environmental	tokyo_pfa_npc-bod-tub-dna_20230629_fm_00	Interphase	No	-	-
Environmental	tokyo_pfa_npc-bod-tub-dna_20230629_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_pcna-tub-bod-dna_20230704_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_pcna-tub-bod-dna_20230704_fm_02	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230704_fm_03	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230704_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_02	unknown	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_03	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_05	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_06	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_07	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_08	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_09	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_10	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230705_fm_11	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_02	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_03	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-cetn-tub-dna_20230710_fm_05	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230711_fm_01_s00	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230711_fm_01_s01	Interphase		-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230711_fm_02_s00	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230711_fm_02_s01	Interphase		-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230711_fm_03_s00	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230711_fm_03_s01	unknown		-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_05	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_06	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn_20230717_fm_07	unknown	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_08	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230717_fm_09	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-cetn-dna_20230717_fm_17	Interphase	No	-	-
Environmental	tokyo_pl_nhs-tub-act-dna_20230717_fm_01	Interphase	No	-	-
Environmental	tokyo_pl_nhs-tub-act-dna_20230717_fm_02	Interphase	No	-	-
Environmental	tokyo_pl_nhs-tub-act-dna_20230717_fm_03	Interphase	No	-	-
Environmental	tokyo_pl_nhs-tub-act-dna_20230717_fm_04	Interphase	No	-	-
Environmental	tokyo_pl_nhs-tub-act-dna_20230717_fm_05	Interphase	No	-	-
Environmental		unknown		-	-
Environmental	tokyo_pfa_cetn_20230824_fm_06	unknown		-	-
Environmental	tokyo_pfa_cetn-nhs_20230824_fm_07	unknown		-	-
Environmental	tokyo_pfa_tub-bod-dna_20230824_fm_08	Interphase		-	-
Environmental	tokyo_pfa_tub_20230824_fm_09	unknown	No	-	-
Environmental	tokyo_pfa_tub-nhs_20230824_fm_10	unknown	No	-	-
Environmental	tokyo_pfa_tub-nhs-dna_20230824_fm_11	unknown	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_02	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_03	Meiosis?	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_04	Interphase	No	-	-
Environmental	tokyo_pfa_cetn_20230905_fm_05	unknown		-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_06	Meiosis?	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_07	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-cetn-dna_20230905_fm_08	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_01	Mitosis	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_02	Meiosis?	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_03	Cyst	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_04	Meiosis?	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_05	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_06	Mitosis	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230905_fm_07	Mitosis	No	-	-
Environmental	tokyo_pfa_nhs-tub-npc-dna_20230913_fm_12	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-npc-dna_20230913_fm_13	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-npc-dna_20230913_fm_14	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-npc-dna_20230913_fm_15	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230913_fm_01	Interphase	No	-	-
Environmental	tokyo_pfa_nhs-tub-dna_20230913_fm_02	Interphase	No	-	-
Environmental	tokyo_pfa_bod-tub-dna_20230915_fm_01_s00	unknown		-	-
Environmental	tokyo_pfa_tub_20230915_fm_01_s01	unknown		-	-
Environmental	tokyo_pfa_nhs-dna_20230831_fm_07	Mitosis		-	-
Environmental	tokyo_pfa_nhs-dna_20230831_fm_08	Meiosis?		-	-
Environmental	tokyo_pfa_nhs-dna_20230831_fm_09	Meiosis?		-	-
Environmental	tokyo_pfa_nhs-dna_20230831_fm_10	unknown		-	-
Alveolata	erariseta_hpf_dna-bod-tub-nhs_20230824_fm_01	Interphase	No	-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_01	Interphase		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_02	Mitosis		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_03	Interphase		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_04	Cyst		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_05	unknown		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_06	Mitosis		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_11	Interphase		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_12	Mitosis		-	-
Alveolata	erariseta_pfa_nhs-dna_20230831_fm_13	Mitosis		-	-
Alveolata	erariseta_pfa_nhs-tub-cetn-dna_20230905_fm_02	Cyst	No	-	-
Alveolata	erariseta_pfa_nhs-tub-dna_20230905_fm_01	Interphase	No	-	-
Alveolata	erariseta_pfa_nhs-tub-dna_20230905_fm_02	Cyst	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230905_fm_05	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230905_fm_03	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230905_fm_04	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230905_fm_06	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230905_fm_07	Interphase	No	-	-
Alveolata	erariseta_pfa_npcsted_20230906_fm_s00	unknown		-	-
Alveolata	erariseta_pfa_tub-tubsted-npc-npcsted_20230906_fm_s01	unknown		-	-
Alveolata	erariseta_pfa_tub-tubsted-npc-npcsted_20230906_fm_s02	unknown		-	-
Alveolata	erariseta_pfa_cetnsted_20230906_fm_s00	unknown		-	-
Alveolata	erariseta_pfa_tub-tubsted_20230906_fm_s01	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted_20230906_fm_s02	unknown	No	-	-
Alveolata	erariseta_pfa_cetnsted_20230906_fm_s03	unknown		-	-
Alveolata	erariseta_pfa_cetnsted_20230906_fm_s04	unknown		-	-
Alveolata	erariseta_pfa_cetnsted_20230906_fm_s05	unknown		-	-
Alveolata	delete	unknown		-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s07	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s08	unknown	No	-	-
Alveolata	erariseta_pfa_cetnsted_20230906_fm_s09	unknown		-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s10	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s11	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s12	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s13	unknown		-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s14	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s15	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s16	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s17	unknown	No	-	-
Alveolata	erariseta_pfa_tub-tubsted-cetn-cetnsted_20230906_fm_s18	unknown	No	-	-
Alveolata	erariseta_pfa_cj44-tub-cetn-dna_20230912_fm_04	Interphase	No	No	No
Alveolata	erariseta_pfa_cj44-tub-cetn-dna_20230912_fm_05	Interphase	No	No	No
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_01	Mitosis	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_02	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_03	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_06	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_07	Mitosis	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_08	Interphase	No	-	-
Alveolata	erariseta_pfa_h3-tub-npc-nhs_20230912_fm_09	Mitosis	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_01	Interphase	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_02	Interphase	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_03	Mitosis	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_04	Mitosis	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_05	Interphase	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_06	Mitosis	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_07	Interphase	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_10	Mitosis	No	-	-
Alveolata	erariseta_pfa_tub-npc-dna_20230913_fm_11	Interphase	No	-	-
Alveolata	rcc6336_pfa_dna-nhs-tub_20230815_cl_s00	Interphase	No	-	-
Alveolata	rcc6336_pfa_dna-nhs-tub_20230815_cl_s00_deconv	Interphase	No	-	-
Alveolata	rcc6336_pfa_dna-nhs-tub_20230815_cl_s01	Interphase	No	-	-
Alveolata	rcc6336_pfa_dna-nhs-tub_20230815_cl_s01_deconv	Interphase	No	-	-
Alveolata	rcc6336_pfa_dna-nhs-tub_20230815_cl_s02	Interphase	No	-	-
Alveolata	rcc6336_pfa_dna-nhs-tub_20230815_cl_s02_deconv	Interphase	No	-	-
Alveolata	rcc6171_pfa_dna-tub-cetn-nhs_20240425_cl_s00	unknown	No	No	No
Alveolata	rcc6171_pfa_dna-tub-cetn-nhs_20240425_cl_s00_deconv	unknown	No	No	No
Alveolata	rcc6171_pfa_dna-tub-cetn-nhs_20240425_cl_s01	unknown	No	No	No
Alveolata	rcc6171_pfa_dna-tub-cetn-nhs_20240425_cl_s01_deconv	unknown	No	No	No
Alveolata	rcc6171_pfa_dna-tub-cetn-nhs_20240425_cl_s02	unknown	No	No	No
Alveolata	rcc6171_pfa_dna-tub-cetn-nhs_20240425_cl_s02_deconv	unknown	No	No	No
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s00	Interphase	No	-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s00_deconv	Interphase	No	-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s01	Interphase		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s01_deconv	Interphase	No	-	-
Alveolata		unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s02_deconv	unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s03	unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s03_deconv	unknown		-	-
Alveolata		unknown		-	-
Alveolata		unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s05	unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s05_deconv	Interphase	No	-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s06	unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s06_deconv	Interphase	No	-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s07	unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s07_deconv	Interphase	No	-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s08	unknown		-	-
Alveolata	rccp22-81_pfa_dna-nhs-tub_20230616_cl_s08_deconv	unknown	No	-	-
Alveolata	rcc1490_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Alveolata	rcc1490_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Alveolata	rcc1490_pfa_dna-tub-nhs_20230616_od_s02	Interphase	No	-	-
Alveolata	rcc1490_pfa_dna-tub-nhs_20230616_od_s03	Interphase	No	-	-
Alveolata	rcc1490_pfa_dna-tub-nhs_20230616_od_s04	Interphase	No	-	-
Alveolata	rcc1490_pfa_dna-tub-nhs_20230616_od_s05	Interphase	No	-	-
Alveolata	rcc1490_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	Yes	Yes
Alveolata	rcc1490_pfa_cetn-tub-dna_20252103_cl_02	Interphase	No	Yes	Yes
Alveolata	rcc1490_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	Yes	Yes
Alveolata	rcc1490_pfa_tub-cetn_20252103_cl_04	unknown	No	Yes	Yes
Alveolata	rcc1490_pfa_cetn-tub-dna_20252103_cl_05	Interphase	No	Yes	Yes
Alveolata	rcc10618_pfa_nhs-tub-dna_20230523_od_s00	Interphase	No	-	-
Alveolata	rcc10618_pfa_nhs-tub-dna_20230523_od_s01	Interphase		-	-
Alveolata	rcc10618_pfa_dna-tub-nhs_20230531_od_s00	Interphase	No	-	-
Alveolata	rcc10618_pfa_dna-tub-nhs_20230531_od_s01	unknown	No	-	-
Alveolata	rcc10618_pfa_dna-tub-nhs_20230531_od_s02	Interphase	No	-	-
Alveolata	rcc10618_pfa_dna-tub-nhs_20230531_od_s03	Interphase	No	-	-
Alveolata	rccp22-60_pfa_cetn-nhs-dna-tub_20252103_cl_01	Interphase	No	No	Yes
Alveolata	rccp22-60_pfa_cetn-nhs-dna-tub_20252103_cl_02	Interphase	No	No	No
Alveolata	rccp22-60_pfa_cetn-nhs-dna-tub_20252103_cl_03	Interphase	No	No	No
Alveolata	bmcc35_pfa_dna-cetn-nhs-tub_20240118_od_s00	Interphase	No	No	No
Alveolata	bmcc35_pfa_dna-cetn-nhs-tub_20240118_od_s01	Interphase	No	No	No
Alveolata	bmcc35_pfa_dna-cetn-nhs-tub_20240118_od_s02	Interphase	No	No	No
Alveolata	bmcc35_pfa_dna-cetn-nhs-tub_20240118_od_s03	Interphase	No	No	No
Alveolata	bmcc35_pfa_dna-cetn-nhs-tub_20240118_od_s04	unknown		-	-
Alveolata	bmcc35_pfa_dna-cetn-nhs-tub_20240118_od_s05	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s00	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s00_deconv	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s01	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s01_deconv	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s02	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s02_deconv	Interphase	No	No	No
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s03	Interphase	No	No	Yes
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s03_deconv	Interphase	No	No	Yes
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s04	Interphase	No	No	Yes
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s04_deconv	Interphase	No	No	Yes
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s05	Interphase	No	No	Yes
Alveolata	rcc10610_pfa_dna-tub-cetn-nhs_20240423_cl_s05_deconv	Interphase	No	No	Yes
Alveolata	rcc1512rcc10887_pfa_nhs-tub-dna_20230424_fm_01	Interphase	No	-	-
Alveolata	rcc1512rcc10887_pfa_nhs-tub-dna_20230424_fm_02	Interphase	No	-	-
Alveolata	rcc1512rcc10887_pfa_nhs-tub-dna_20230424_fm_03	Interphase	No	-	-
Alveolata	rcc1512rcc10887_pfa_nhs-tub-dna_20230424_fm_04	Interphase	No	-	-
Alveolata	rcc7050_pfa_nhs-tub-dna_20230616_od_s00	Interphase	No	-	-
Alveolata	rcc7050_pfa_nhs-tub-dna_20230616_od_s01	Interphase	No	-	-
Alveolata	rcc7050_pfa_nhs-tub-dna_20230616_od_s02	Interphase	No	-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s00	unknown		-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s00_deconv	Interphase	No	-	-
