Clade according figure 1	new_filename_iteration5_afterEverythingElse_justDeconvAlign	Cell cycle stage	Spools	Cortical centrin	Apical centrin ring
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_10	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_11	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_12	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_13	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_14	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_15	Mitosis	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_16	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_17	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_18	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_19	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_20	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_21	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_22	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_23	Interphase	No	-	-
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_24	Interphase	No	Yes	No
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_25	Interphase	No	Yes	No
Alveolata	rcc1491_pfa_cetn-tub-dna_20240426_cl_s00	Mitosis	No	No	No
Alveolata	rcc1491_pfa_cetn-tub-dna_20240426_cl_s01	Interphase	No	No	No
Alveolata	rcc1491_pfa_cetn-tub-dna_20240426_cl_s02	Mitosis	No	-	-
Alveolata	rcc3002_pfa_dna-tub-nhs_20230616_od_s00	Interphase			
Alveolata	rcc3002_pfa_dna-tub-nhs_20230616_od_s01	Interphase			
Alveolata	rcc3002_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	No	No
Alveolata	rcc3002_pfa_cetn-tub-dna_20252103_cl_02	Interphase	No	No	No
Alveolata	rcc3002_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	No	No
Alveolata	rcc3002_pfa_cetn-tub-dna_20252103_cl_04	Interphase	No	No	No
Alveolata	rcc3002_pfa_cetn-tub-dna_20252103_cl_05	Interphase	No	No	No
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	No	Yes
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_02	Interphase	No	No	Yes
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	-	Yes
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_04	Interphase	No	No	Yes
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_05	Interphase	No	No	Yes
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_06	Interphase	No	-	-
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_07	unknown			
Alveolata	rcc6123_pfa_cetn-tub-dna_20252103_cl_08	Interphase	No	No	Yes
Alveolata	rcc6443_pfa_nhs-tub-dna_20230423_od	Interphase			
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s00	Interphase	No	No	No
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s01	Interphase	No	No	No
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s02	Interphase	No	No	No
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s03	Interphase	No	No	No
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s04	Interphase	No	No	No
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s05	Interphase	No	No	No
Alveolata	bmcc281_pfa_dna-cetn-nhs-tub_20240216_od_s06	Interphase	No	No	No
Alveolata	rcc10647rcc10636_pfa_dna-tub-nhs-bf_20230720_csd_01	Interphase	No	-	-
Alveolata	rcc10647rcc10636_pfa_dna-tub-nhs-bf_20230720_csd_02	Interphase, Mitosis	No	-	-
Alveolata	rcc10647rcc10636_pfa_dna-tub-nhs-bf_20230720_csd_03	Interphase	No	-	-
Alveolata	rcc10647rcc10636_pfa_dna-tub-nhs-bf_20230720_csd_04	Interphase	No	-	-
Alveolata	rcc10647rcc10636_pfa_dna-tub-nhs-bf_20230720_csd_05	Interphase	No	-	-
Alveolata	rcc10647_pfa_dna-cetn-tub-nhs_20240401_fm_18	Interphase	No	No	No
Alveolata	rcc10647_pfa_dna-cetn-tub-nhs_20240401_fm_17	Interphase	No	No	No
Alveolata	rcc10375_pfa_cetn-tub-dna_20240604_cl_s00	Interphase	No	No	No
Alveolata	rcc10375_pfa_cetn-tub-dna_20240604_cl_s01	Interphase	No	No	No
Alveolata	rcc10375_pfa_cetn-tub-dna_20240604_cl_s02	Interphase	No	No	No
Alveolata	rcc3594_pfa_dna-tub-nhs_20230707_od_s00	Mitosis	No	-	-
Alveolata	rcc3594_pfa_dna-tub-nhs_20230707_od_s01	Interphase	No	-	-
Alveolata	rcc3594_pfa_dna-tub-nhs_20230707_od_s02	Mitosis	No	-	-
Alveolata	bmcc178_pfa_nhs-cetn-tub-dna_20240205_fm_01	Interphase, Mitosis	No	No	No
Alveolata	bmcc178_pfa_nhs-cetn-tub-dna_20240205_fm_02	Interphase	No	No	No
Alveolata	bmcc178_pfa_nhs-cetn-tub-dna_20240205_fm_03	Mitosis	No	No	No
Alveolata	bmcc178_pfa_nhs-cetn-tub-dna_20240205_fm_04	Interphase	No	No	No
Alveolata	rcc10636_pfa_dna-cetn-tub-nhs_20240401_fm_11	Interphase	No	No	No
Alveolata	rcc10636_pfa_dna-cetn-tub-nhs_20240401_fm_12	Interphase	No	No	No
Alveolata	rcc10636_pfa_dna-cetn-tub-nhs_20240401_fm_13	Interphase	No	No	No
Alveolata	rcck1260_pfa_dna-tub-cetn_20230427_cl_01	Interphase	No	No	No
Alveolata	rcck1260_pfa_dna-tub-cetn_20230427_cl_02	Interphase	No	No	No
Alveolata	rcck1260_pfa_nhs_20230427_cl_03	unknown		-	-
Alveolata	rcck1260_pfa_dna-tub-cetn_20230427_cl_04	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s00	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s00_deconv	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s01	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s01_deconv	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s02	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s02_deconv	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s03	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s03_deconv	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s04	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s04_deconv	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s05	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s05_deconv	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s06	Interphase	No	-	-
Alveolata	rcck1260_pfa_dna-nhs-tub_20230516_cl_s06_deconv	Interphase	No	-	-
Alveolata	rcc10895_pfa_nhs-tub-dna_20230523_od_s00	Interphase	No	-	-
Alveolata	rcc10895_pfa_nhs-tub-dna_20230523_od_s01	Interphase	No	-	-
Alveolata	rcc10933_pfa_nhs-tub-dna_20230523_od_s00	Interphase	No	-	-
Alveolata	rcc10933_pfa_nhs-tub-dna_20230523_od_s01	Interphase	No	-	-
Alveolata	rcc10933_pfa_nhs-tub-dna_20230523_od_s02	Interphase	No	-	-
Alveolata	rcc10895_pfa_dna-tub-nhs_20230531_od_s00	unknown		-	-
Alveolata	rcc10895_pfa_dna-tub-nhs_20230531_od_s01	Mitosis	No	-	-
Alveolata	rcc10895_pfa_dna-tub-nhs_20230531_od_s02	Mitosis	No	-	-
Alveolata	rcc10895_pfa_dna-tub-nhs_20230531_od_s03	Mitosis	No	-	-
Alveolata	rcc10895_pfa_dna-tub-nhs_20230531_od_s04	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s00	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s01	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s02	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s03	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s04	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s05	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s06	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s07	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-tub-nhs_20230531_od_s08	Mitosis	No	-	-
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s00	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s01	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s02	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s03	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s04	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s05	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s06	Interphase	No	No	No
Alveolata	rcc10933_pfa_dna-cetn-bod-tub_20230909_od_s07	Interphase	No	No	No
Alveolata	rcc10930_pfa_dna-cetn-tub-nhs_20240401_fm_14	Interphase	No	-	-
Alveolata	rcc10930_pfa_dna-cetn-tub-nhs_20240401_fm_15	Interphase	No	-	-
Alveolata	rcc4104_pfa_tub-dna-nhs_20230616_cl_s00	unknown		-	-
Alveolata	rcc4104_pfa_tub-dna-nhs_20230616_cl_s00_deconv	Interphase	No	-	-
Alveolata	rcc4104_pfa_tub-dna-nhs_20230616_cl_s01	unknown		-	-
Alveolata	rcc4104_pfa_tub-dna-nhs_20230616_cl_s01_deconv	unknown	No	-	-
Alveolata	rcc4104_pfa_tub-dna-nhs_20230616_cl_s02	unknown		-	-
Alveolata	rcc4104_pfa_tub-dna-nhs_20230616_cl_s02_deconv	unknown	No	-	-
Alveolata		unknown	No	-	-
Alveolata		unknown	No	-	-
Alveolata	rccpretk1_pfa_cetn-nhs-dna-tub_20252103_cl_04	Interphase	No	Yes	No
Alveolata	rccp22-112_pfa_cetn-tub-dna_20252103_cl_s01	mitotic onset	No	-	-
Alveolata	rccp22-112_pfa_cetn-tub-dna_20252103_cl_s02	Interphase	No	-	-
Alveolata	rccp22-112_pfa_cetn-tub-dna_20252103_cl_s03	Interphase	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_01	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_02	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_03	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_04	mitotic onset	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_05	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_06	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_07	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_08	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_09	Interphase	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_10	Interphase	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_11	Interphase	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_12	Interphase	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_13	Mitosis	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_14	Interphase	No	-	-
Alveolata	rcc10642_pfa_bod-dna-nhs-tub_20240912_hs_15	Mitosis	No	-	-
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s00	Mitosis	No		
Alveolata	rcc10642_pfa_nhs-tub-dna_20230423_od_s01	unknown			
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s02	Mitosis	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s03	Mitosis	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s04	Mitosis	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s05	mitotic onset	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s06	mitotic onset	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s07	Interphase	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s08	Interphase	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s09	mitotic onset	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s10	mitotic onset	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s11	mitotic onset	No		
Alveolata	rcc10642_pfa_dna-tub-nhs_20230423_od_s12	Interphase	No		
Alveolata	rcc10642_pfa_dna-cetn-nhs-tub_20240207_od_s00	Interphase	No		
Alveolata	rcc10642_pfa_dna-cetn-nhs-tub_20240207_od_s01	Interphase	No		
Alveolata	rcc10642_pfa_dna-cetn-nhs-tub_20240207_od_s02	Interphase			
Alveolata	rcc10642_pfa_dna-cetn-nhs-tub_20240207_od_s03	Interphase	No		
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s00	unknown	No	-	-
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s00_deconv	Interphase	No	-	-
Alveolata		unknown	No	-	-
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s01_deconv	unknown	No	-	-
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s02	unknown	No	-	-
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s02_deconv	Interphase	No	-	-
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s03	Interphase	No	-	-
Alveolata	rcc10924_pfa_dna-nhs-tub_20230516_cl_s03_deconv	Interphase	No	-	-
Alveolata	rcc6604_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	Yes	-
Alveolata	rcc6604_pfa_cetn-tub-dna_20252103_cl_02	Interphase	No	Yes	-
Alveolata	rcc6604_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	Yes	-
Alveolata	rcc1521_pfa_dna-tub-nhs-na_20230718_csd_01	Interphase	No	-	-
Alveolata	rcc1521_pfa_dna-tub-nhs-na_20230718_csd_02	Interphase	No	-	-
Alveolata	rcc1521_pfa_dna-tub-nhs_20230829_csd_01	Interphase	No	-	-
Alveolata	rcc1521_pfa_dna-tub-nhs_20230829_csd_02	Interphase	No	-	-
Alveolata	rcc1521_pfa_dna-tub-nhs_20230829_csd_03	Interphase	No	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_01	unknown		-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_02	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_03	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_04	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230728_csd_05	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230731_csd_01	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230731_csd_02	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230731_csd_03	Interphase	No	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230731_csd_04	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tub-nhs_20230802_od_s00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tub-nhs_20230802_od_s01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tub-nhs_20230802_od_s02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tub-nhs_20230802_od_s03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tub-nhs_20230802_od_s04	Interphase	Yes	-	-
Alveolata	rcc3511rcc10719_pfa_dna-tub-nhs_20230829_csd_01	Interphase	Maybe	-	-
Alveolata	rcc10719_pfa_dna-cetn-nhs-tub_20240207_od_s00	Interphase	No	Yes	No
Alveolata	rcc10719_pfa_dna-cetn-nhs_20240207_od_s01	Interphase		Yes	No
Alveolata	rcc10719_pfa_dna-cetn-nhs_20240207_od_s02	Interphase		Yes	No
Alveolata	rcc10719_pfa_dna-cetn-nhs_20240207_od_s03	Interphase		Yes	No
Alveolata	rcc10719_pfa_dna-cetn-nhs-tub_20240207_od_s04	Interphase	No	Yes	No
Alveolata	rcc10719_pfa_dna-tuba1monoe-tub-nhs_20230830_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tuba1monoe-tub-nhs_20230830_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tuba1monoe-tub-nhs_20230830_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tuba1monoe-tub-nhs_20230830_hs_03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-tuba1monoe-tub-nhs_20230830_hs_04	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_04	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_05	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_06	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_07	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_dna-glypep1-tub-nhs_20230830_hs_08	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_delta2tub-tub-nhs_20230905_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_delta2tub-tub-nhs_20230905_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_delta2tub-tub-nhs_20230905_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_delta2tub-tub-nhs_20230905_hs_03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_delta2tub-tub-nhs_20230905_hs_04	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_azo49-tub-nhs_20230905_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_azo49-tub-nhs_20230905_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_azo49-tub-nhs_20230905_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_azo49-tub-nhs_20230905_hs_03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_azo49-tub-nhs_20230905_hs_04	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_tub-cetn-nhs_20230830_hs_00	Interphase	Yes	Yes	No
Alveolata	rcc10719_pfa_tub-cetn-nhs_20230830_hs_01	Interphase	Yes	Yes	No
Alveolata	rcc10719_pfa_tub-cetn-nhs_20230830_hs_02	Interphase	Yes	Yes	No
Alveolata	rcc10719_pfa_gt335-tub-nhs_20230901_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_gt335-tub-nhs_20230901_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_gt335-tub-nhs_20230901_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_polye-tub-nhs_20230905_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_polye-tub-nhs_20230905_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_polye-tub-nhs_20230905_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_polye-tub-nhs_20230905_hs_03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_polye-tub-nhs_20230905_hs_04	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_tap952-tub-nhs_20230901_hs_00	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_tap952-tub-nhs_20230901_hs_01	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_tap952-tub-nhs_20230901_hs_02	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_tap952-tub-nhs_20230901_hs_03	Interphase	Yes	-	-
Alveolata	rcc10719_pfa_tap952-tub-nhs_20230901_hs_04	Interphase	Yes	-	-
Alveolata	rcc1512_pfa_dna-cetn-tub-nhs_20240401_fm_16	Interphase	No		
Alveolata	bmcc33_pfa_cetn-dna-nhs-tub_20240212_hs_01	Interphase	No	No	No
Alveolata	bmcc33_pfa_cetn-dna-nhs-tub_20240212_hs_02	Interphase	No	-	No
Alveolata	bmcc33_pfa_cetn-dna-nhs-tub_20240212_hs_03	Interphase	No	No	No
Alveolata	bmcc33_pfa_cetn-dna-nhs-tub_20240212_hs_04	Interphase	No	-	No
Alveolata	bmcc642_hpf_nhs-cetn-tub-dna_20240229_fm_01	Interphase	No	-	-
Alveolata	bmcc642_hpf_nhs-cetn-tub-dna_20240229_fm_02	Interphase	No	-	-
Alveolata	bmcc642_hpf_nhs-cetn-tub-dna_20240229_fm_03	Interphase	No		-
Alveolata	bmcc642_hpf_nhs-cetn-tub-dna_20240229_fm_04	Interphase	No	Yes	-
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_01	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_02	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_03	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_04	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_05	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_06	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240213_hs_07	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_01	Interphase	No	-	-
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_02	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_03	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_04	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_05	Interphase	No	No	No
Alveolata	bmcc868_pfa_cetn-dna-nhs-tub_20240222_hs_06	Interphase	No	No	No
Stramenopiles	rcc5817_pfa_cetn-tub-dna_20240604_cl_s00	Interphase	No	No	No
Stramenopiles	rcc5817_pfa_cetn-tub-dna_20240604_cl_s01	Interphase	No	No	No
Stramenopiles	rcc5817_pfa_cetn-tub-dna_20240604_cl_s02	Interphase	No	No	No
Stramenopiles	rccs1-6_pfa_nhs-tub-dna_20230424_csd_03	Interphase	No	-	-
Stramenopiles	rccs1-6_pfa_tub_20230426_fm_02	Interphase	No	-	-
Stramenopiles	rccs1-6_pfa_nhs-tub-dna_20230426_fm_01	Interphase	No	-	-
Stramenopiles	rccs1-6_pfa_nhs-tub-dna_20230426_fm_03	Interphase	No	-	-
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_01	Interphase	No	No	No
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_02	Interphase	No	No	No
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_03	Interphase	No	No	No
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_04	Interphase	No	No	No
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_05	Interphase	No	-	-
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_06	Interphase	No	-	-
Stramenopiles	rccs1-6_pfa_dna-tub-cetn-nhs_20231120_fm_07	Interphase	No	-	-
Stramenopiles	rcc6181_pfa_dna-tub-nhs_20230531_od_s00	Interphase	No	-	-
Stramenopiles	rcc6181_pfa_dna-tub-nhs_20230531_od_s01	Interphase	No	-	-
Stramenopiles	rcc10623_pfa_dna-nhs-tub_20230516_cl_01	Interphase	No	-	-
Stramenopiles	rcc10623_pfa_dna-nhs-tub_20230516_cl_02	Interphase	No	-	-
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20230918_cl_s00	Interphase	No	No	No
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20230918_cl_s01	Interphase	No	No	No
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20230918_cl_s02	Interphase	No	No	No
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20230918_cl_s03	Interphase	No	No	No
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20230918_cl_s04	Interphase	No	No	No
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20231025_cl_s00	Interphase	No	-	-
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20231025_cl_s01	Interphase	No	-	-
Stramenopiles	rcc10952_pfa_cetn-tub-dna_20231025_cl_s02	Interphase	No	-	-
Stramenopiles	bmcc109_pfa_cetn-tub-dna_20231208_cl_s00	Interphase	No	No	No
Stramenopiles	bmcc109_pfa_cetn-tub-dna_20231208_cl_s01	Interphase	No	No	No
Stramenopiles	bmcc109_pfa_cetn-tub-dna_20231208_cl_s02	Interphase	No	No	No
Stramenopiles	rcc5909_pfa_dna-nhs-tub_20240522_cl_s00	Interphase	No	-	-
Stramenopiles	rcc5909_pfa_dna-nhs-tub_20240522_cl_s01	Interphase	No	-	-
Stramenopiles	rcc4660_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
Stramenopiles	rcc4660_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s00	Interphase	No	No	No
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s01	Interphase	No	No	No
Stramenopiles	rcc4660_pfa_dna-cetn-bod_20230908_od_s02	Interphase	No	No	No
